Designator,Mid X,Mid Y,Rotation,Layer
C1,29.75,28.8,270.0,top
C10,36.5,46.9,0.0,top
C11,36.5,38.8,0.0,top
C12,36.5,32.8,0.0,top
C13,36.5,28.8,0.0,top
C2,34.2,47.5,90.0,top
C3,34.2,39.3,90.0,top
C4,36.5,24.8,0.0,top
C5,36.5,56.3,0.0,top
C6,36.5,52.8,0.0,top
C7,24.75,28.8,270.0,top
C8,32.026,51.0,90.0,top
C9,27.25,29.5,180.0,top
D1,34.5,48.8,180.0,top
D10,34.5,40.7,180.0,top
D2,36.5,26.7,315.0,top
D3,27.25,35.1,180.0,top
D4,36.5,30.7,315.0,top
D5,36.5,22.6,315.0,top
D6,36.5,34.7,315.0,top
D7,36.5,42.8,315.0,top
D8,36.5,50.9,315.0,top
D9,36.5,55.0,315.0,top
J1,20.265,30.0,270.0,top
J10,44.5,40.8,180.0,top
J11,44.5,48.9,180.0,top
J2,44.0,55.0,180.0,top
J7,44.0,30.7,180.0,top
J8,44.5,20.6,180.0,top
J9,22.4,20.6,0.0,top
L2,27.25,32.1,180.0,top
R1,27.25,25.6,180.0,top
R2,25.45,25.6,180.0,top
R3,29.05,25.6,180.0,top
R4,35.0,47.5,270.0,top
R5,22.0,35.6,0.0,top
R6,17.5,35.6,0.0,top
R7,35.0,39.3,270.0,top
R8,33.0,51.0,270.0,top
U1,27.25,27.5,180.0,top
U3,33.0,21.0,0.0,top
U4,33.0,30.0,0.0,top
U6,23.725,44.305,0.0,top
