Designator,Mid X,Mid Y,Rotation,Layer
C1,120.7,-105.3,90.0,top
C2,123.44,-114.9,0.0,top
C3,126.74,-113.65,0.0,top
C4,126.74,-107.4,0.0,top
D1,136.85,-96.4,180.0,top
D2,132.5,-114.1,0.0,top
D3,126.36,-110.52,90.0,top
J1,126.1,-117.0,0.0,top
J2,121.7,-121.8,270.0,bottom
J3,138.9,-107.1,90.0,top
L1,123.19,-108.9,90.0,top
Logo1,135.0,-119.6,180.0,bottom
R1,121.4,-98.6,90.0,top
R10,136.0,-112.8,0.0,top
R2,130.5,-109.5,270.0,top
R3,130.5,-104.75,270.0,top
R4,129.0,-101.6,90.0,top
R5,130.9,-100.8,0.0,top
R6,136.85,-100.95,180.0,top
R7,136.85,-98.65,180.0,top
R8,136.85,-99.8,180.0,top
R9,138.2,-113.6,90.0,top
U1,129.4,-104.15,180.0,bottom
U2,135.45,-119.05,270.0,top
U3,124.8,-103.55,90.0,top
U4,123.19,-112.8,90.0,top
