Designator,Mid X,Mid Y,Rotation,Layer
C1,37.0,31.0,180.0,top
C15,43.65,31.0,180.0,top
C16,28.45,40.2,270.0,top
C17,55.1,38.6,180.0,top
C18,-4.07,35.53,0.0,top
C19,-4.07,33.695,0.0,top
C2,-12.5,58.325,270.0,top
C20,-4.07,31.86,0.0,top
C21,-4.01,41.25,0.0,top
C22,-4.01,39.33,0.0,top
C23,-4.01,37.41,0.0,top
C3,-10.5,58.35,90.0,top
C4,-8.5,58.35,90.0,top
C5,-6.5,58.35,90.0,top
C6,-4.5,58.35,90.0,top
C7,-2.5,58.35,90.0,top
C8,-0.5,58.35,90.0,top
D1,-13.5,55.85,270.0,top
D2,-9.5,55.85,270.0,top
D3,-5.5,55.85,270.0,top
D4,-1.5,55.85,270.0,top
D5,61.5,25.5,270.0,top
D8,60.5,40.4,0.0,top
D9,55.8,40.4,180.0,top
J1,58.735,32.95,90.0,top
J2,29.25,43.0,180.0,top
J3,14.2,43.0,180.0,top
J5,59.4,43.0,180.0,top
J6,40.55,43.0,180.0,top
J7,50.6,43.0,180.0,top
J8,-15.76,29.08,0.0,top
L3,-2.81,49.89,0.0,top
L4,-2.81,44.77,0.0,top
PCB1,35.0,35.0,0.0,top
Q2,23.25,37.3,90.0,top
R1,40.95,31.0,0.0,top
R10,18.45,40.2,270.0,top
R11,16.45,40.2,270.0,top
R12,14.45,40.2,270.0,top
R13,12.45,40.2,270.0,top
R14,43.2,35.45,0.0,top
R15,43.2,34.2,0.0,top
R16,43.2,36.7,180.0,top
R17,59.5,25.7,90.0,top
R18,56.9,25.7,90.0,top
R19,58.2,25.7,90.0,top
R2,61.7,38.4,180.0,top
R25,46.25,36.7,180.0,top
R26,-1.45,35.54,0.0,top
R27,-1.45,33.7,0.0,top
R4,54.95,30.6,270.0,top
R5,54.95,35.2,270.0,top
R6,26.45,40.2,270.0,top
R7,24.45,40.2,270.0,top
R8,22.45,40.2,270.0,top
R9,20.45,40.2,270.0,top
SW1,43.75,27.55,270.0,top
U1,49.05,11.3,90.0,top
U10,28.9,11.7,180.0,top
U2,62.35,11.5,90.0,top
U3,41.45,39.45,270.0,top
U8,49.1,39.45,270.0,top
V1,40.0,74.62,0.0,top
V2,40.0,72.31,0.0,top
